Parent Unique ID,*Unique ID,*Product Name,Description,*Tags,brand,UPC,landingPageUrl,msrp,Color,Size,sourceurl,*Price,*Shipping,*Quantity,"Shipping Time(enter without "" "", just the estimated days )",dsfes,*Main Image URL,Extra Image URL,Extra Image URL 1, Extra Image URL 2, Extra Image URL 3, Extra Image URL 4, Extra Image URL 5, Extra Image URL 7, Extra Image URL 8, Extra Image URL 9, Extra Image URL 10, Extra Image URL 11, Extra Image URL 12, Extra Image URL 13, Extra Image URL 14,15,15,15,15,15,15,15,15,15,15,15,productID
HLLKMJNHUJINHB,HLLKMJNHUJINHB,1 Pcs Unisex Outdoor Sports Waterproof Foldable Backpack Hiking Bag Camping Rucksack,"Description:
Feature:
Waterproof and dust proof, easy to clean
Large capacity, also can be folded up to save room
Suitable for outdoor activities, such as hiking, camping, climbing, traveling and so on
Adjustable straps
size (L x W x H):30cm x 13cm x 40cm
Capacity:20L
Weight:160g
Item Description:
Super compact and convenient backpack to suit your traveling, and on-the-go needs. The main compartment has a small pocket on the inside. There is also a second front compartment, as well as side pouches for water cans/bottles. 
Included:
1 X Outdoor Backpack","Foldable,Outdoor,Hiking,camping,Waterproof,unisex,Backpacks,rucksack,Bags,Sport",,,,100,,,https://item.taobao.com/item.htm?spm=a230r.1.999.1.m5dbkz&id=523307343901&ns=1#detail,18.54,3,5000,7,20,https://contestimg.wish.com/api/webimage/583434dc3d6ce6510f02ca01-original.jpg?cache_buster=9fc7fe24d9893fb50d4eb2f772a47ee7,,https://contestimg.wish.com/api/webimage/583434dc3d6ce6510f02ca01-1-original.jpg,https://contestimg.wish.com/api/webimage/583434dc3d6ce6510f02ca01-2-original.jpg,https://contestimg.wish.com/api/webimage/583434dc3d6ce6510f02ca01-3-original.jpg,https://contestimg.wish.com/api/webimage/583434dc3d6ce6510f02ca01-4-original.jpg,https://contestimg.wish.com/api/webimage/583434dc3d6ce6510f02ca01-5-original.jpg,https://contestimg.wish.com/api/webimage/583434dc3d6ce6510f02ca01-6-original.jpg,https://contestimg.wish.com/api/webimage/583434dc3d6ce6510f02ca01-7-original.jpg,,,,,,,,,,,,,,0,0,审核通过,张金的店铺,583434dc3d6ce6510f02ca01
HHHHKKKNJJNHBGHVGHYU,HHHHKKKNJJNHBGHVGHYU-red,1 Pcs Waterproof Outdoor Sports Foldable Backpack Hiking Bag Camping Rucksack Day Pack,"product description:
Size: Medium
To accommodate the computer size: 12 inches
Suitable for: youth
Waterproof: full waterproof
Closed way: zipper
Hardness: Soft
Foldable: Yes
Condition: New
Applicable scene: Leisure
Style: Japan and South Korea
Shape: vertical section
Square Shoulder Strap
Style: double root
Material: nylon
Bags size: 27cm * 40cm * 12cm
Quantity: 1 Pcs Waterproof Outdoor Sports Foldable Backpack Hiking Bag Camping Rucksack Day Pack","Foldable,Outdoor,Hiking,camping,Waterproof,Backpacks,rucksack,Bags,Sport,Pack",,,,100,red,,https://item.taobao.com/item.htm?spm=a230r.1.999.105.XifuGY&id=541982170706&ns=1#detail,19.57,3,5000,7,20,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-original.jpg?cache_buster=27118acd72f7bf8f3b4e766266458d83,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-18-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-1-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-2-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-4-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-6-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-7-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-9-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-11-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-14-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-15-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-16-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-17-original.jpg,,,,,,,,,,1,0,审核通过,张金的店铺,5834453f9733f8758788136e
HHHHKKKNJJNHBGHVGHYU,HHHHKKKNJJNHBGHVGHYU-pink,1 Pcs Waterproof Outdoor Sports Foldable Backpack Hiking Bag Camping Rucksack Day Pack,"product description:
Size: Medium
To accommodate the computer size: 12 inches
Suitable for: youth
Waterproof: full waterproof
Closed way: zipper
Hardness: Soft
Foldable: Yes
Condition: New
Applicable scene: Leisure
Style: Japan and South Korea
Shape: vertical section
Square Shoulder Strap
Style: double root
Material: nylon
Bags size: 27cm * 40cm * 12cm
Quantity: 1 Pcs Waterproof Outdoor Sports Foldable Backpack Hiking Bag Camping Rucksack Day Pack","Foldable,Outdoor,Hiking,camping,Waterproof,Backpacks,rucksack,Bags,Sport,Pack",,,,100,pink,,https://item.taobao.com/item.htm?spm=a230r.1.999.105.XifuGY&id=541982170706&ns=1#detail,19.57,3,5000,7,20,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-original.jpg?cache_buster=27118acd72f7bf8f3b4e766266458d83,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-19-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-1-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-2-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-4-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-6-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-7-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-9-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-11-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-14-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-15-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-16-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-17-original.jpg,,,,,,,,,,1,0,审核通过,张金的店铺,5834453f9733f8758788136e
HHHHKKKNJJNHBGHVGHYU,HHHHKKKNJJNHBGHVGHYU-blue,1 Pcs Waterproof Outdoor Sports Foldable Backpack Hiking Bag Camping Rucksack Day Pack,"product description:
Size: Medium
To accommodate the computer size: 12 inches
Suitable for: youth
Waterproof: full waterproof
Closed way: zipper
Hardness: Soft
Foldable: Yes
Condition: New
Applicable scene: Leisure
Style: Japan and South Korea
Shape: vertical section
Square Shoulder Strap
Style: double root
Material: nylon
Bags size: 27cm * 40cm * 12cm
Quantity: 1 Pcs Waterproof Outdoor Sports Foldable Backpack Hiking Bag Camping Rucksack Day Pack","Foldable,Outdoor,Hiking,camping,Waterproof,Backpacks,rucksack,Bags,Sport,Pack",,,,100,blue,,https://item.taobao.com/item.htm?spm=a230r.1.999.105.XifuGY&id=541982170706&ns=1#detail,19.57,3,5000,7,20,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-original.jpg?cache_buster=27118acd72f7bf8f3b4e766266458d83,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-20-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-1-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-2-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-4-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-6-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-7-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-9-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-11-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-14-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-15-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-16-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-17-original.jpg,,,,,,,,,,1,0,审核通过,张金的店铺,5834453f9733f8758788136e
HHHHKKKNJJNHBGHVGHYU,HHHHKKKNJJNHBGHVGHYU-purple,1 Pcs Waterproof Outdoor Sports Foldable Backpack Hiking Bag Camping Rucksack Day Pack,"product description:
Size: Medium
To accommodate the computer size: 12 inches
Suitable for: youth
Waterproof: full waterproof
Closed way: zipper
Hardness: Soft
Foldable: Yes
Condition: New
Applicable scene: Leisure
Style: Japan and South Korea
Shape: vertical section
Square Shoulder Strap
Style: double root
Material: nylon
Bags size: 27cm * 40cm * 12cm
Quantity: 1 Pcs Waterproof Outdoor Sports Foldable Backpack Hiking Bag Camping Rucksack Day Pack","Foldable,Outdoor,Hiking,camping,Waterproof,Backpacks,rucksack,Bags,Sport,Pack",,,,100,purple,,https://item.taobao.com/item.htm?spm=a230r.1.999.105.XifuGY&id=541982170706&ns=1#detail,19.57,3,5000,7,20,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-original.jpg?cache_buster=27118acd72f7bf8f3b4e766266458d83,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-21-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-1-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-2-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-4-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-6-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-7-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-9-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-11-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-14-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-15-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-16-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-17-original.jpg,,,,,,,,,,1,0,审核通过,张金的店铺,5834453f9733f8758788136e
HHHHKKKNJJNHBGHVGHYU,HHHHKKKNJJNHBGHVGHYU-black,1 Pcs Waterproof Outdoor Sports Foldable Backpack Hiking Bag Camping Rucksack Day Pack,"product description:
Size: Medium
To accommodate the computer size: 12 inches
Suitable for: youth
Waterproof: full waterproof
Closed way: zipper
Hardness: Soft
Foldable: Yes
Condition: New
Applicable scene: Leisure
Style: Japan and South Korea
Shape: vertical section
Square Shoulder Strap
Style: double root
Material: nylon
Bags size: 27cm * 40cm * 12cm
Quantity: 1 Pcs Waterproof Outdoor Sports Foldable Backpack Hiking Bag Camping Rucksack Day Pack","Foldable,Outdoor,Hiking,camping,Waterproof,Backpacks,rucksack,Bags,Sport,Pack",,,,100,black,,https://item.taobao.com/item.htm?spm=a230r.1.999.105.XifuGY&id=541982170706&ns=1#detail,19.57,3,5000,7,20,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-original.jpg?cache_buster=27118acd72f7bf8f3b4e766266458d83,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-22-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-1-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-2-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-4-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-6-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-7-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-9-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-11-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-14-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-15-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-16-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-17-original.jpg,,,,,,,,,,1,0,审核通过,张金的店铺,5834453f9733f8758788136e
HHHHKKKNJJNHBGHVGHYU,HHHHKKKNJJNHBGHVGHYU-green,1 Pcs Waterproof Outdoor Sports Foldable Backpack Hiking Bag Camping Rucksack Day Pack,"product description:
Size: Medium
To accommodate the computer size: 12 inches
Suitable for: youth
Waterproof: full waterproof
Closed way: zipper
Hardness: Soft
Foldable: Yes
Condition: New
Applicable scene: Leisure
Style: Japan and South Korea
Shape: vertical section
Square Shoulder Strap
Style: double root
Material: nylon
Bags size: 27cm * 40cm * 12cm
Quantity: 1 Pcs Waterproof Outdoor Sports Foldable Backpack Hiking Bag Camping Rucksack Day Pack","Foldable,Outdoor,Hiking,camping,Waterproof,Backpacks,rucksack,Bags,Sport,Pack",,,,100,green,,https://item.taobao.com/item.htm?spm=a230r.1.999.105.XifuGY&id=541982170706&ns=1#detail,19.57,3,5000,7,20,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-original.jpg?cache_buster=27118acd72f7bf8f3b4e766266458d83,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-23-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-1-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-2-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-4-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-6-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-7-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-9-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-11-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-14-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-15-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-16-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-17-original.jpg,,,,,,,,,,1,0,审核通过,张金的店铺,5834453f9733f8758788136e
HHHHKKKNJJNHBGHVGHYU,HHHHKKKNJJNHBGHVGHYU-Orange,1 Pcs Waterproof Outdoor Sports Foldable Backpack Hiking Bag Camping Rucksack Day Pack,"product description:
Size: Medium
To accommodate the computer size: 12 inches
Suitable for: youth
Waterproof: full waterproof
Closed way: zipper
Hardness: Soft
Foldable: Yes
Condition: New
Applicable scene: Leisure
Style: Japan and South Korea
Shape: vertical section
Square Shoulder Strap
Style: double root
Material: nylon
Bags size: 27cm * 40cm * 12cm
Quantity: 1 Pcs Waterproof Outdoor Sports Foldable Backpack Hiking Bag Camping Rucksack Day Pack","Foldable,Outdoor,Hiking,camping,Waterproof,Backpacks,rucksack,Bags,Sport,Pack",,,,100,orange,,https://item.taobao.com/item.htm?spm=a230r.1.999.105.XifuGY&id=541982170706&ns=1#detail,19.57,3,5000,7,20,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-original.jpg?cache_buster=27118acd72f7bf8f3b4e766266458d83,,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-1-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-2-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-4-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-6-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-7-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-9-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-11-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-14-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-15-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-16-original.jpg,https://contestimg.wish.com/api/webimage/5834453f9733f8758788136e-17-original.jpg,,,,,,,,,,1,0,审核通过,张金的店铺,5834453f9733f8758788136e
HHHHKKKNJNHBHJUIYGB,HHHHKKKNJNHBHJUIYGB,10X Travel Luggage Bag Tag Name Address ID Label Plastic Suitcase Baggage Tags,"Dear, Please note that we don't offer you Color Choices. Just Coming Randomly. Thank you.  
Description:
Luggage Tags Are Ideal To Identify One luggage From Another as you can write names,your cellphone numbers address ect. on the label,just in case you lost your luggage
Various Colours are available at store ,but please be noted that we will ONLY send the goods in a random color,please be considered ,thanks
Size:8.5cm*4.8cm
Easy To tag and convenient to use
Color :Random
Quantity:10 pieces
Package Listing:
10* luggage tag with strap
","name,address,Travel,Luggage,Plastic,baggage,Tag,Bags,Suitcase,Label",,,,50,,,https://detail.tmall.com/item.htm?spm=a230r.1.14.50.RYO6jU&id=42929776923&ns=1&abbucket=12,9.27,3,50000,7,20,https://contestimg.wish.com/api/webimage/58350b9ec2da2f27176f70aa-original.jpg?cache_buster=f9a0d90a9cf996dd22012b64e191e1a3,,https://contestimg.wish.com/api/webimage/58350b9ec2da2f27176f70aa-1-original.jpg,https://contestimg.wish.com/api/webimage/58350b9ec2da2f27176f70aa-2-original.jpg,https://contestimg.wish.com/api/webimage/58350b9ec2da2f27176f70aa-3-original.jpg,,,,,,,,,,,,,,,,,,0,0,审核通过,陈梦怡的店,58350b9ec2da2f27176f70aa
LLKMJNHBJHBGVFHYG,LLKMJNHBJHBGVFHYG,3 Pcs ID Tag Name Tag Label PVC Hot Travel Luggage Baggage Holder Suitcase,"Description:
100% brand new and high quality100% brand new and high quality
These tags can be attached to the handle of suitcase/bag for extra security.
Easy to use
Durable and long lasting
Must have accessory for travel/holidays
Sealed and secure pack
Material:PVC
Size: 10.1cm*6.5cm/3.98&quot;*2.56&quot;
Weight: 20g
Quantity : 3 PC
Note: Goods are sent at random, can not selectable color and pattern.
      The colors may have different as the difference display, Please understand.
Package includes:
3x  Luggage Tag","name,Luggage,Travel,Label,baggage,Pvc,Tag,Suitcase,Holder,id",,,,30,,,https://item.taobao.com/item.htm?spm=a230r.1.14.311.hHzLR2&id=39896446707&ns=1&abbucket=12#detail,9.27,2,5000,7,20,https://contestimg.wish.com/api/webimage/58350fa2d23b7c27229e5df4-original.jpg?cache_buster=1d23328c0b1a5a11dc5320df596e04bb,,https://contestimg.wish.com/api/webimage/58350fa2d23b7c27229e5df4-1-original.jpg,https://contestimg.wish.com/api/webimage/58350fa2d23b7c27229e5df4-2-original.jpg,https://contestimg.wish.com/api/webimage/58350fa2d23b7c27229e5df4-3-original.jpg,https://contestimg.wish.com/api/webimage/58350fa2d23b7c27229e5df4-4-original.jpg,https://contestimg.wish.com/api/webimage/58350fa2d23b7c27229e5df4-5-original.jpg,,,,,,,,,,,,,,,,0,0,审核通过,陈梦怡的店,58350fa2d23b7c27229e5df4
